"summary","type"
"Adding new Parameter Converter for Json support Adding new feature for Json conversion (called JsonConverter) to be able to use Json strings/files as a test data which will be automatically converted to Java objects (DTOs) when pass this data from story file.

(Like ExamplesTableParametersConverter which automatically converts example tables/files with example tables to Java objects (DTOs) via @AsParameters annotation when pass it from story file)

JsonConverter usage example:
New annotation was aaded (like @AsParameters) called @AsJson.

JBehave story:

{noformat}
Then actual data should be as dataFolder/dataFile.json data
or
Then actual data should be as {""variable1"": ""value1"", ""variable2"": ""value2""} data
...
{noformat}
 
Java definition:
 
{noformat}
@Then(""actual data should be as $expectedJson data"")

public void checkJsonData(final JsonDTO expectedJson) {

    //assert expectedJson equals to actual json of JsonDTO.class type...

}
...
{noformat}
 
Java DTO:
 {noformat}
@AsJson

public class JsonDTO {

    private String variable1;

    private String variable2;

}
...
{noformat}","feature containing"
"Additonal Saucelabs logging: ""failed here"" and ""after scenario"" When a scenario has finished, and JBehave is busy with @AfterScenario stuff, then a stamp should be put in the Saucelabs log. Similarly for the moment of Scenario failure. 

This will aid debugging of scripts.","feature containing"
"Adopt builder syntax for Story/StepsConfiguration As proposed by Paul, a builder-style syntax for configuration objects make for much easier reading.","feature containing"
"After updating jbehave to 3.6.x failing test is shown as passing How to reproduce. 

1.Please open below maven project 
2.Run clean install --> everything passes 
3.Change jbehave spring version to 3.5.4 
5.Run clean install --> test fails 

In point 2, new version of jbehave is showing that failing test is passing. Even when there is explicit fail: 
Then c D and <D> (FAILED) 
(java.lang.AssertionError: 
Expected: is ""C"" 
got: ""D"" 
) 


Another thing is issue with whitespaces. When you remove MyStepMatcherThatIgnoresWhitespaces from configuration then story will fail as well. 

First issue is critical for us if we want to be up to date with jbehave. Second is also important to remove amount of our code. 

Thx","non-feature containing"
"AfterStories.xml and BeforeStories.xml being corrupt or zero length will break the Hudson plugin AfterStories.xml can be zero bytes on occasion. 
BeforeStories.xml can have invalid XML on occasion.","non-feature containing"
"Aliases for steps We would like to be able to introduce aliases for steps, eg:

@Given(""a $width x $height grid"")
@Aliases(""a grid of $width by $height"", ""a $width by $height grid"")
...","feature containing"
"Allow @Before/After steps in GivenStories scenarios to not be executed As a developer I would like support for parameterised Before/AfterScenarios to indicate their usage with GivenStories. So that when I am using GivenStories I can prevent Before/AfterScenarios executing twice.","feature containing"
"Allow Before and After Scenario steps to be skipped if running a GivenStory Behaviour now controlled by StoryControls().doSkipBeforeAndAfterScenarioStepsIfGivenStory(boolean)","feature containing"
"Allow CandidateSteps methods to be defined in POJOs The composition model (""has-a"") is often preferable to the inheritance model (""is-a"").

CandidateSteps methods should be definable in POJOs that do not necessarily extend Steps. Rather, Steps should be able to wrap a steps instance POJO and retrieve the annotated steps methods from it. 

Both composition and inheritance models should be supported.","feature containing"
"Allow Custom implementations of MetaMatcher  I would like to be able to setup custom MetaMatcher implementations so that I can override DefaultMetaMatcher or GroovyMetaMatcher.","feature containing"
"Allow ExamplesTable to be loaded from external resources At times it may be convenient to load the content of an examples table from an external resource, be it from classpath or URL. The default resource loader will be the URL-based one as it does not require any additional configuration, unlike the classpath-based one that requires the class from which to derive the classloader. 

The ExamplesTableConverter should be able to handle both cases (textual table input or resource path input) via the use of an ExamplesTableFactory. 

The RegexStoryParser should also allow the use of the ExamplesTableFactory.","feature containing"
"Allow FlashDriver javascript-enabled delegate to be injected The delegate used by the FlashDriver should be injectable via the FlashWebDriverProvider.","feature containing"
"Allow Freemarker TemplateProcessor to specifiy class for template loading In order to load a custom template from a different module, we need to be able to specify in the Freemarker configuration a different class for template loading.","feature containing"
"Allow FreemarkerViewGenerator to specify the class for template loading Required to load custom FTL templates.","feature containing"
"Allow GivenStories to be parametrised by examples in a scenario context h3. Introduction 

JBehave supports parameterizing scenarios to allow repeating tests. _e.g. As shown in the documentation:-_ 

{noformat} 
Given a stock of <symbol> and a <threshold> 
When the stock is traded at <price> 
Then the alert status should be <status> 

Examples: 
|symbol|threshold|price|status| 
|STK1|10.0|5.0|OFF| 
|STK1|10.0|11.0|ON 
{noformat} 

It would be desirable if this convention could be extended to be used in combination with a *Given Story*. 
To demonstrate by means of an extension to the documentation example:- 
Suppose there is a requirement to select a specific ""Stock Exchange"" before executing each of the tests above. 
Rather than building this into the story, we might opt, for reuse purposes, to use a *Given Story* to first select the ""Stock Exchange"". 

Now the first example would be _'Nasdaq'_ and the second _'FTSE'._ 

The hypothetical configuration might then be:- 

{noformat} 
GivenStories: acme/givenstories/SelectAStockExchange.story 
Given a stock of <symbol> and a <threshold> 
When the stock is traded at <price> 
Then the alert status should be <status> 

Examples: 
|stockExchange|symbol|threshold|price|status| 
|NASDAQ|STK1|10.0|5.0|OFF| 
|FTSE|STK1|10.0|11.0|ON 
{noformat} 

h3. Current Behaviour 
Unfortunately the example above will not work as desired 
The 'GivenStory', _SelectAStockExchange.story_, does +not+ inherit the parameterized variables as night be expected. 
Nor does the obvious supporting feature, anchor tags, help because only a specific row number can be specified in the anchor tag. 
e.g. 
{noformat} 
GivenStories: acme/givenstories/SelectAStockExchange.story{0} 
{noformat} 

h3. Suggested Behaviour 
The Given Story should be considered part of the be parametrised scenario context and inherit the parameters of the row currently being executed. 

Referencing previous response from Mauro on the dev mail thread 

_""As I understand it, you'd like the GivenStories to be considered as part of the parametrised scenario context and be passed the row of parameters that is being processed as part of a parametrised scenario. I guess, we could make that the default behaviour, and any parameters passed to the given stories could be overridden by the execution of the given story""_","feature containing"
